development,시도,시군구,읍면,동리,단지코드,단지명,법정동주소,도로명주소,사용승인일,세대수
화성 동탄2,경기도,화성동탄구,,산척동,A10024592,동탄2LH35단지,경기도 화성동탄구 산척동 748 동탄2LH35단지,경기도 화성시 동탄순환대로10길 30-23,20201016,1768.0
화성 동탄2,경기도,화성동탄구,,산척동,A10024496,동탄호수공원 경기행복주택,경기도 화성동탄구 산척동 750 동탄호수공원 경기행복주택,경기도 화성시 동탄순환대로10길 20,20201016,995.0
화성 동탄2,경기도,화성동탄구,,영천동,A10024467,힐스테이트동탄역,경기도 화성동탄구 영천동 833 힐스테이트동탄역,경기도 화성시 동탄기흥로 585,20201223,443.0
화성 동탄2,경기도,화성동탄구,,영천동,A10024368,동탄역 대방디엠시티 더 센텀 아파트,경기도 화성동탄구 영천동 3-3 동탄역 대방디엠시티 더 센텀 아파트,경기도 화성시 동탄대로 636-14,20210128,463.0
화성 동탄2,경기도,화성동탄구,,여울동,A10024290,동탄역파라곤 아파트,경기도 화성동탄구 여울동 985 동탄역파라곤 아파트,경기도 화성시 동탄기흥로 393-20,20210225,424.0
화성 동탄2,경기도,화성동탄구,,여울동,A10024218,동탄역 롯데캐슬 아파트,경기도 화성동탄구 여울동  동탄역 롯데캐슬 아파트,경기도 화성시 동탄역로 150,20210629,940.0
화성 동탄2,경기도,화성동탄구,,장지동,A10024177,동탄호수우남더테라스,경기도 화성동탄구 장지동 964 동탄호수우남더테라스,경기도 화성시 동탄대로4길 18,20210729,238.0
화성 동탄2,경기도,화성동탄구,,장지동,A10024111,동탄호수공원리슈빌아파트,경기도 화성동탄구 장지동 924 동탄호수공원리슈빌아파트,경기도 화성시 동탄대로3길 34,20210929,762.0
화성 동탄2,경기도,화성동탄구,,여울동,A10024106,동탄역 예미지 시그너스 아파트,경기도 화성동탄구 여울동  동탄역 예미지 시그너스 아파트,경기도 화성시 동탄역로 196,20211021,498.0
화성 동탄2,경기도,화성동탄구,,장지동,A10024091,동탄호수하우스디아파트,경기도 화성동탄구 장지동 917 동탄호수하우스디아파트,경기도 화성시 동탄대로1길 66,20211021,516.0
화성 동탄2,경기도,화성동탄구,,여울동,A10024076,동탄역유림노르웨이숲아파트,경기도 화성동탄구 여울동 978 동탄역유림노르웨이숲아파트,경기도 화성시 동탄감배산로 143,20211026,312.0
화성 동탄2,경기도,화성동탄구,,영천동,A10024039,동탄2 LH2단지 A4-2BL,경기도 화성동탄구 영천동  동탄2 LH2단지 A4-2BL,경기도 화성시 동탄영천로 108-10,20211118,1390.0
화성 동탄2,경기도,화성동탄구,,신동,A10023757,동탄2 LH40단지,경기도 화성동탄구 신동 818 동탄2 LH40단지,경기도 화성시 동탄신리천로8길 15,20220615,850.0
화성 동탄2,경기도,화성동탄구,,신동,A10023650,동탄2 디에트르 포레,경기도 화성동탄구 신동 185-1 동탄2 디에트르 포레,경기도 화성시 동탄신리천로2길 65,20220901,1171.0
화성 동탄2,경기도,화성동탄구,,여울동,A10023573,동탄역삼정그린코아더베스트,경기도 화성동탄구 여울동 975 동탄역삼정그린코아더베스트,경기도 화성시 동탄광역환승로 62,20221014,183.0
화성 동탄2,경기도,화성동탄구,,여울동,A10023345,동탄역헤리엇아파트,경기도 화성동탄구 여울동 1023 동탄역헤리엇아파트,경기도 화성시 동탄역로 54,20230214,428.0
화성 동탄2,경기도,화성동탄구,,신동,A10023273,화성동탄2LH행복주택38단지,"경기도 화성동탄구 신동 747,경기도 화성동탄구 신동  화성동탄2LH행복주택38단지",경기도 화성시 동탄신리천로5길 90,20230410,700.0
화성 동탄2,경기도,화성병점구,,능동,A10023029,서동탄역양우내안애,경기도 화성병점구 능동 1287 서동탄역양우내안애,경기도 화성시 서동탄로 71,20230616,447.0
화성 동탄2,경기도,화성동탄구,,장지동,A10022646,e편한세상 동탄호수,경기도 화성동탄구 장지동 970 e편한세상 동탄호수,경기도 화성시 동탄순환대로8길 27,20240412,1227.0
화성 동탄2,경기도,화성동탄구,,신동,A10022548,동탄2신동포레 경기행복주택,경기도 화성동탄구 신동 638- 동탄2신동포레 경기행복주택,,20240516,1500.0
화성 동탄2,경기도,화성동탄구,,영천동,A10021841,동탄역 금강펜테리움 더시글로 주상복합아파트,경기도 화성동탄구 영천동 849- 동탄역 금강펜테리움 더시글로 주상복합아파트,,20241025,380.0
화성 동탄2,경기도,화성동탄구,,영천동,A10020448,동탄역플라쎄더테라스,경기도 화성동탄구 영천동 895 동탄역플라쎄더테라스,,20241206,166.0
화성 동탄2,경기도,화성동탄구,,여울동,A10020814,동탄역 디에트르 퍼스티지 아파트,경기도 화성동탄구 여울동 979 동탄역 디에트르 퍼스티지 아파트,,20250203,531.0
화성 동탄2,경기도,화성동탄구,,장지동,A10020295,동탄호수공원자연앤자이아파트,경기도 화성동탄구 장지동 969- 동탄호수공원자연앤자이아파트,,20251218,965.0
