cand_id_namespaced,action,http_status,bytes,file_kind,source_url,local_path,result
E1-B09,direct_pdf_refetched,200,397019,pdf,https://www.molit.go.kr/LCMS/DWN.jsp?fold=koreaNews/mobile/file&fileName=200521%2814%EC%8B%9C%EC%9D%B4%ED%9B%84%29+%ED%95%98%EB%82%A8%EA%B5%90%EC%82%B0+%EC%8B%A0%EB%8F%84%EC%8B%9C_%EA%B3%BC%EC%B2%9C%EC%A7%80%EA%B5%AC+%EA%B4%91%EC%97%AD%EA%B5%90%ED%86%B5%EA%B0%9C%EC%84%A0%EB%8C%80%EC%B1%85+%ED%99%95%EC%A0%95%28%EA%B3%B5%EA%B3%B5%ED%83%9D%EC%A7%80%EA%B8%B0%ED%9A%8D%EA%B3%BC%29.pdf,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E1-B09.pdf,PARAPHRASE
E1-B10,reuse_checked_local,200,151969,html,https://www.korea.kr/briefing/policyBriefingView.do?newsId=148775695,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2014-03-19_하남미사지구_광역교통개선대책_변경__확정된_바_없어.html,MANUAL_CONFIRM
E1-C09,reuse_checked_local,200,320313,html,https://www.hanam.go.kr/www/contents.do?key=5540,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2023-09-18_하남시__미사순환_마을버스_노선_개통.html,PARAPHRASE
E1-C10,reuse_checked_local,200,309650,html,https://www.hanam.go.kr/www/contents.do?key=3262,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 미사\2024-01-02_8849번_하남-미사-김포_인천공항__운행시간_정보.html,PARAPHRASE
E2-A06,lh_sequential_refetch,200,197323,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060752&uppAisTpCd=05,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E2-A06.html,PARAPHRASE
E2-A07,lh_sequential_refetch,200,195523,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060920&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05&mi=1027,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E2-A07.html,PARAPHRASE
E2-A08,lh_sequential_refetch,200,192529,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E2-A08.html,PARAPHRASE
E2-A09,lh_sequential_refetch,200,199149,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000061121&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05&mi=1027,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E2-A09.html,PARAPHRASE
E2-A10,lh_sequential_refetch,200,195256,html,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?panId=0000060863&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05&mi=1027,C:\Users\parkd\Documents\Codex\2026-08-20\files-mentioned-by-the-user-30-2\evidence\refetched\E2-A10.html,PARAPHRASE
E2-B06,reuse_checked_local,200,27350,html,http://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?lcmspage=1&id=95085094,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\2021-01-24_3기_신도시__패스트트랙_교통대책_조기_확정_등으로_신속_공급.html,PARAPHRASE
E2-B07,reuse_checked_local,200,35788,html,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?lcmspage=2&id=95084988,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\남양주 왕숙\2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정_.html,PARAPHRASE
E2-B08,reuse_checked_local,200,33649,html,https://www.xn--3-3u6ey6lv7rsa.kr/kor/CMS/Board/Board.do?mCode=MN024&page=3&mode=view&mgr_seq=12&board_seq=135,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\하남 교산\2020-05-21_하남교산__과천지구_광역교통개선대책_확정.html,PARAPHRASE
E2-B09,reuse_checked_local,200,27350,html,http://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?lcmspage=1&id=95085094,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\고양 창릉\2021-01-24_3기_신도시__패스트트랙_교통대책_조기_확정_등으로_신속_공급.html,PARAPHRASE
E2-B10,reuse_checked_local,200,27350,html,http://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?lcmspage=1&id=95085094,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\부천 대장\2021-01-24_3기_신도시__패스트트랙_교통대책_조기_확정_등으로_신속_공급.html,PARAPHRASE
E2-C06,reuse_checked_local,200,121184,html,https://www.incheon.go.kr/cool/COOL010501/view?petitSn=2048913,C:\Users\parkd\new project\Transport-gap-audit\evidence\documents\인천 계양\2026-05-01_계양신도시_광역버스_신설과_관련하여.html,PARAPHRASE
E2-C07,reuse_checked_local,INVALID_URL,0,html,LH 공고 URL 필요,,QUARANTINED
E2-C08,reuse_checked_local,INVALID_URL,0,html,LH 공고 URL 필요,,QUARANTINED
E2-C09,reuse_checked_local,INVALID_URL,0,html,LH 공고 URL 필요,,QUARANTINED
E2-C10,reuse_checked_local,INVALID_URL,0,html,LH 공고 URL 필요,,QUARANTINED
