kapt_code,kapt_name,addr_legal,addr_road,approval_date,approval_date_raw,household_count,bldg_count,pilot_guess,signal_name,signal_addr,signal_period,signal_score,human_match_status,human_reviewer,human_reviewed_at,reject_reason
A10026458,한강신도시 반도유보라5차아파트,경기도 김포시 구래동 6873-19 한강신도시 반도유보라5차아파트,경기도 김포시 김포한강9로 116,2018-01-23,20180123,480,6,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10026529,한강신도시 반도유보라4차아파트,경기도 김포시 구래동 6886-6 한강신도시 반도유보라4차아파트,경기도 김포시 김포한강4로 487,2018-01-24,20180124,461,4,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10026216,한강신도시2차 KCC 스위첸 아파트,경기도 김포시 운양동 1331-1 한강신도시2차 KCC 스위첸 아파트,경기도 김포시 김포한강11로 37,2018-02-14,20180214,1296,13,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10026448,김포한강아이파크,경기도 김포시 구래동 6874-20 김포한강아이파크,경기도 김포시 김포한강4로420번길 100,2018-02-19,20180219,1230,14,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10026155,김포한강한가람LH2단지,경기도 김포시 구래동 6872-2 김포한강한가람LH2단지,경기도 김포시 김포한강4로 564,2018-03-09,20180309,1500,7,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10026284,김포 사우 아이파크,경기도 김포시 사우동 1481 김포 사우 아이파크,경기도 김포시 사우로 51,2018-04-25,20180425,1300,14,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""사우동""은 김포 한강 지구 밖 (원도심/타지구)"
A10026098,e편한세상한강신도시2차,경기도 김포시 마산동 672-3 e편한세상한강신도시2차,경기도 김포시 김포한강8로 173-59,2018-05-03,20180503,807,8,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10025814,자이더빌리지 포레스트,경기도 김포시 마산동 670-7 자이더빌리지 포레스트,경기도 김포시 김포한강8로 118,2018-06-19,20180619,184,15,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10026165,풍무센트럴푸르지오,경기도 김포시 풍무동 289 풍무센트럴푸르지오,경기도 김포시 유현로 215,2018-06-22,20180622,2467,22,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""풍무동""은 김포 한강 지구 밖 (원도심/타지구)"
A10026066,호반베르디움 더 레이크5차,경기도 김포시 구래동 6877-2 호반베르디움 더 레이크5차,경기도 김포시 김포한강4로420번길 19,2018-08-31,20180831,266,4,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10024911,솔리힐더테라스,경기도 김포시 고촌읍 신곡리 1202 솔리힐더테라스,경기도 김포시 수기로 78,2018-08-31,20180831,140,6,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""고촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10025919,김포한강예미지 아파트,경기도 김포시 구래동 6893-2 김포한강예미지 아파트,경기도 김포시 김포한강9로 11,2018-09-28,20180928,1770,17,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10025936,호반베르디움 더 레이크 2차,경기도 김포시 구래동 6887-1 호반베르디움 더 레이크 2차,경기도 김포시 김포한강4로 471,2018-11-02,20181102,344,5,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10025865,한강롯데캐슬22단지,경기도 김포시 운양동 1441 한강롯데캐슬22단지,경기도 김포시 김포한강11로 107,2018-11-07,20181107,912,32,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10025866,호반베르디움 더 레이크 3차 아파트,경기도 김포시 구래동 6887-3 호반베르디움 더 레이크 3차 아파트,경기도 김포시 김포한강8로 332,2018-12-04,20181204,336,5,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10025733,한화포레나 김포풍무 3단지아파트,경기도 김포시 풍무동 795 한화포레나 김포풍무 3단지아파트,경기도 김포시 풍무로68번길 10,2018-12-27,20181227,179,3,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""풍무동""은 김포 한강 지구 밖 (원도심/타지구)"
A10025734,한화포레나 김포풍무5단지,경기도 김포시 풍무동 784 한화포레나 김포풍무5단지,경기도 김포시 풍무로68번길 78,2018-12-27,20181227,231,4,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""풍무동""은 김포 한강 지구 밖 (원도심/타지구)"
A10025738,한화포레나김포풍무4단지,경기도 김포시 풍무동 797 한화포레나김포풍무4단지,경기도 김포시 유현로33번길 73,2018-12-27,20181227,660,9,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""풍무동""은 김포 한강 지구 밖 (원도심/타지구)"
A10025316,운양역 라피아노,"경기도 김포시 운양동 1341-45,경기도 김포시 운양동 1341-43,경기도 김포시 운양동 1341-44,경기도 김포시 운양동 1341-41,경기도 김포시 운양동 1341-42 운양역 라피아노",경기도 김포시 모담공원로28번길 46-34,2019-02-26,20190226,174,14,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10025549,한강파크뷰 우방아이유쉘아파트,경기도 김포시 걸포동 298-38 한강파크뷰 우방아이유쉘아파트,경기도 김포시 걸포1로 40,2019-04-29,20190429,540,9,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""걸포동""은 김포 한강 지구 밖 (원도심/타지구)"
A10025059,김포한강 호반베르디움 더 퍼스트,경기도 김포시 장기동 1865-4 김포한강 호반베르디움 더 퍼스트,경기도 김포시 김포한강2로 361,2020-02-03,20200203,696,11,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10025008,김포한강삼정그린코아더베스트,경기도 김포시 양촌읍 양곡리 1551 김포한강삼정그린코아더베스트,경기도 김포시 양곡1로68번길 59,2020-02-20,20200220,446,8,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""양촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10025007,캐슬&파밀리에시티 2단지,경기도 김포시 고촌읍 신곡리 944-4 캐슬&파밀리에시티 2단지,경기도 김포시 수기로 136,2020-02-24,20200224,1872,26,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""고촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10024922,김포센트럴헤센아파트,경기도 김포시 감정동 631 김포센트럴헤센아파트,경기도 김포시 감정로 87,2020-03-01,20200301,700,12,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""감정동""은 김포 한강 지구 밖 (원도심/타지구)"
A10024971,한강금호어울림1단지,경기도 김포시 양촌읍 양곡리 1268 한강금호어울림1단지,경기도 김포시 양곡로449번길 15,2020-03-16,20200316,406,5,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""양촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10024969,한강금호어울림2단지,경기도 김포시 양촌읍 양곡리 1241 한강금호어울림2단지,경기도 김포시 양곡4로197번길 12,2020-03-16,20200316,467,6,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""양촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10024790,김포한강 데세리브아파트,경기도 김포시 구래동 6872-8 김포한강 데세리브아파트,경기도 김포시 김포한강9로115번길 37,2020-06-15,20200615,434,4,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10024763,한강메트로자이2단지 아파트,경기도 김포시 걸포동 180 한강메트로자이2단지 아파트,경기도 김포시 걸포2로 74,2020-07-14,20200714,2456,22,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""걸포동""은 김포 한강 지구 밖 (원도심/타지구)"
A10024755,한강메트로자이3단지,경기도 김포시 걸포동 191 한강메트로자이3단지,경기도 김포시 걸포2로 60,2020-07-14,20200714,431,4,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""걸포동""은 김포 한강 지구 밖 (원도심/타지구)"
A10024684,힐스테이트 리버시티1단지,경기도 김포시 고촌읍 향산리 83-1 힐스테이트 리버시티1단지,경기도 김포시 상미로 38,2020-07-30,20200730,1568,24,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""고촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10024723,힐스테이트리버시티2단지,경기도 김포시 고촌읍 향산리 83-1 힐스테이트리버시티2단지,경기도 김포시 상미1로 7,2020-07-30,20200730,1942,28,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""고촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10024689,한강메트로자이 1단지,경기도 김포시 걸포동 1595 한강메트로자이 1단지,경기도 김포시 걸포2로 83,2020-08-11,20200811,1142,6,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""걸포동""은 김포 한강 지구 밖 (원도심/타지구)"
A10024637,김포장기 LH11단지,경기도 김포시 장기동 1696 김포장기 LH11단지,경기도 김포시 김포한강3로237번길 33,2020-09-21,20200921,196,5,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10024510,캐슬앤파밀리에시티1단지,경기도 김포시 고촌읍 신곡리 923-2 캐슬앤파밀리에시티1단지,경기도 김포시 태리로 236,2020-11-23,20201123,2255,36,DEV-GIMPO-HANGANG,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""고촌읍""은 김포 한강 지구 밖 (원도심/타지구)"
A10024486,한강동일스위트더파크뷰1단지아파트,경기도 김포시 마산동 638-4 한강동일스위트더파크뷰1단지아파트,경기도 김포시 김포한강8로 173-88,2020-12-17,20201217,1021,12,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10024478,한강동일스위트더파크뷰2단지,경기도 김포시 마산동 672-1 한강동일스위트더파크뷰2단지,경기도 김포시 김포한강8로 127,2020-12-17,20201217,711,8,DEV-GIMPO-HANGANG,False,True,True,2,confirmed,parkd,2026-09-02,
A10024387,김포한강 LH1단지,경기도 김포시 장기동 2060-2 김포한강 LH1단지,경기도 김포시 허산길 50,2021-02-09,20210209,443,9,DEV-GIMPO-HANGANG,False,True,False,1,rejected,parkd,2026-09-02,승인일 2021-02-09 > window 2020-12-31
A10024419,메트로타워예미지아파트,경기도 김포시 구래동 6886-4 메트로타워예미지아파트,경기도 김포시 솔터로 22,2021-02-17,20210217,701,4,DEV-GIMPO-HANGANG,False,True,False,1,rejected,parkd,2026-09-02,승인일 2021-02-17 > window 2020-12-31
A10023652,김포한강신도시 범양레우스라세느,경기도 김포시 장기동 1894-9 김포한강신도시 범양레우스라세느,경기도 김포시 김포한강1로 129,2022-09-01,20220901,286,28,DEV-GIMPO-HANGANG,False,True,False,1,rejected,parkd,2026-09-02,승인일 2022-09-01 > window 2020-12-31
A46570304,덕풍현대아파트,경기도 하남시 덕풍동 524 덕풍현대아파트,경기도 하남시 대성로 259,1995-11-07,19951107,555,3,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 1995-11-07 < window 2014-01-01
A46570503,하남 서해아파트,경기도 하남시 덕풍동 346 하남 서해아파트,경기도 하남시 신장로205번길 16,1996-04-13,19960413,423,2,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 1996-04-13 < window 2014-01-01
A46580302,라인,경기도 하남시 덕풍동 336-40 라인,경기도 하남시 하남대로 895,1997-04-16,19970416,352,3,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 1997-04-16 < window 2014-01-01
A46570205,덕풍쌍용아파트,경기도 하남시 덕풍동 537-1 덕풍쌍용아파트,경기도 하남시 역말로15번길 35,1998-01-23,19980123,585,8,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 1998-01-23 < window 2014-01-01
A46571403,진모루현대,경기도 하남시 덕풍동 404-1 진모루현대,경기도 하남시 신평로 81,2000-12-22,20001222,387,4,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2000-12-22 < window 2014-01-01
A46571303,한솔리치빌아파트2단지,경기도 하남시 덕풍동 684 한솔리치빌아파트2단지,경기도 하남시 덕산로 60,2002-12-02,20021202,347,5,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2002-12-02 < window 2014-01-01
A46571307,한솔리치빌1단지아파트,경기도 하남시 덕풍동 681 한솔리치빌1단지아파트,경기도 하남시 덕산로 39,2002-12-23,20021223,747,10,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2002-12-23 < window 2014-01-01
A46570401,하남대동피렌체,경기도 하남시 덕풍동 372-2 하남대동피렌체,경기도 하남시 신장로 151,2005-01-12,20050112,232,1,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2005-01-12 < window 2014-01-01
A46571302,한솔리치빌(3단지),경기도 하남시 덕풍동 688 한솔리치빌(3단지),경기도 하남시 덕산로 80,2006-01-20,20060120,283,3,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2006-01-20 < window 2014-01-01
A46571301,한솔리치빌5단지,경기도 하남시 덕풍동 689 한솔리치빌5단지,경기도 하남시 덕산로 50,2006-02-09,20060209,268,4,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2006-02-09 < window 2014-01-01
A46501201,케이씨씨스위첸,경기도 하남시 덕풍동 690 케이씨씨스위첸,경기도 하남시 신장로205번길 30,2006-02-21,20060221,244,4,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2006-02-21 < window 2014-01-01
A46571605,하남자이,경기도 하남시 덕풍동 691 하남자이,경기도 하남시 덕풍공원로 38,2006-04-14,20060414,875,10,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2006-04-14 < window 2014-01-01
A46571704,한솔솔파크,경기도 하남시 덕풍동 692 한솔솔파크,경기도 하남시 하남대로887번길 25,2006-06-15,20060615,616,11,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2006-06-15 < window 2014-01-01
A46572006,덕풍벽산블루밍,경기도 하남시 덕풍동 695 덕풍벽산블루밍,경기도 하남시 신평로 36,2007-04-30,20070430,696,9,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2007-04-30 < window 2014-01-01
A46501301,풍산센트레빌,경기도 하남시 덕풍동 747 풍산센트레빌,경기도 하남시 덕풍동로 110,2008-03-03,20080303,168,5,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-03-03 < window 2014-01-01
A46501003,하남제일풍경채,"경기도 하남시 덕풍동 759,경기도 하남시 덕풍동 765 하남제일풍경채","경기도 하남시 덕풍북로71번길 30,경기도 하남시 덕풍북로71번길 29",2008-04-11,20080411,260,14,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-04-11 < window 2014-01-01
A46501001,덕풍동원베네스트,경기도 하남시 덕풍동 748 덕풍동원베네스트,경기도 하남시 덕풍북로 236,2008-05-01,20080501,217,7,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-05-01 < window 2014-01-01
A10022208,효천수리골,경기도 하남시 덕풍동 352-1 효천수리골,,2008-06-24,20080624,103,3,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-06-24 < window 2014-01-01
A46501007,하남풍산아이파크1단지,경기도 하남시 덕풍동 823 하남풍산아이파크1단지,경기도 하남시 덕풍남로 11,2008-07-18,20080718,686,14,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-07-18 < window 2014-01-01
A46501004,하남풍산아이파크5단지,경기도 하남시 덕풍동 731 하남풍산아이파크5단지,경기도 하남시 덕풍서로 65,2008-07-18,20080718,365,8,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-07-18 < window 2014-01-01
A46501005,덕풍삼부르네상스,경기도 하남시 덕풍동 729 덕풍삼부르네상스,경기도 하남시 덕풍북로 140,2008-08-22,20080822,471,14,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-08-22 < window 2014-01-01
A46501304,휴먼시아새뜰마을3단지,경기도 하남시 덕풍동 794 휴먼시아새뜰마을3단지,경기도 하남시 덕풍동로 90,2008-09-22,20080922,401,7,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-09-22 < window 2014-01-01
A46501308,휴먼시아새뜰마을4단지,경기도 하남시 덕풍동 822 휴먼시아새뜰마을4단지,경기도 하남시 덕풍남로 17,2008-09-22,20080922,330,6,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-09-22 < window 2014-01-01
A46501306,휴먼시아꽃뫼마을1단지,경기도 하남시 덕풍동 775 휴먼시아꽃뫼마을1단지,경기도 하남시 덕풍북로 70,2008-12-01,20081201,638,11,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-12-01 < window 2014-01-01
A46501305,휴먼시아꽃뫼마을2단지,경기도 하남시 덕풍동 777 휴먼시아꽃뫼마을2단지,경기도 하남시 덕풍서로 45,2008-12-05,20081205,638,9,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2008-12-05 < window 2014-01-01
A46580001,하남풍산참아름,경기도 하남시 덕풍동 821 하남풍산참아름,경기도 하남시 덕풍동로 60,2009-05-06,20090506,777,14,DEV-HANAM-MISA,False,True,False,1,rejected,parkd,2026-09-02,승인일 2009-05-06 < window 2014-01-01
A10028200,미사강변 파밀리에,경기도 하남시 망월동 910 미사강변 파밀리에,경기도 하남시 아리수로 589,2014-06-12,20140612,976,9,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10028143,리버나인 RIVERNINE,"경기도 하남시 선동 423,경기도 하남시 선동 159 리버나인 RIVERNINE",경기도 하남시 미사강변한강로 110,2014-07-25,20140725,712,9,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10028139,미사강변골든센트로,경기도 하남시 망월동 1162 미사강변골든센트로,경기도 하남시 미사강변동로 50-1,2014-12-05,20141205,1541,14,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10028157,미사강변 한신휴플러스,경기도 하남시 망월동 904 미사강변 한신휴플러스,경기도 하남시 미사강변한강로 170,2015-01-16,20150116,763,10,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10028065,미사강변도시 베라체 아파트,경기도 하남시 선동 453 미사강변도시 베라체 아파트,경기도 하남시 풍산로 270-1,2015-05-12,20150512,615,8,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027978,미사강변파크뷰,경기도 하남시 망월동 533-1 미사강변파크뷰,경기도 하남시 미사강변동로 177,2015-07-14,20150714,664,7,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027782,미사강변 루나리움,경기도 하남시 망월동 1034 미사강변 루나리움,경기도 하남시 아리수로 499-3,2015-09-30,20150930,1164,11,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027846,미사강변 트래지안,경기도 하남시 망월동 938 미사강변 트래지안,경기도 하남시 미사강변북로 99,2015-10-16,20151016,620,6,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027741,플로리체 위례 아파트,경기도 하남시 학암동 671 플로리체 위례 아파트,경기도 하남시 위례중앙로 185,2015-10-30,20151030,970,13,DEV-HANAM-MISA,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""학암동, 플로리"" 미매칭 - 원도심/타지구"
A10027691,미사강변13단지,경기도 하남시 망월동 949 미사강변13단지,경기도 하남시 아리수로 530,2015-11-25,20151125,2742,11,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027686,위례롯데캐슬아파트,경기도 하남시 학암동 672 위례롯데캐슬아파트,경기도 하남시 위례중앙로 215,2016-01-15,20160115,1673,14,DEV-HANAM-MISA,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""학암동"" 미매칭 - 원도심/타지구"
A10027715,위례 그린파크푸르지오,경기도 하남시 학암동 673 위례 그린파크푸르지오,경기도 하남시 위례순환로 270,2016-01-28,20160128,972,16,DEV-HANAM-MISA,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""학암동"" 미매칭 - 원도심/타지구"
A10027552,미사강변 동원로얄듀크아파트,경기도 하남시 풍산동 477 미사강변 동원로얄듀크아파트,경기도 하남시 미사강변서로 45,2016-04-14,20160414,808,8,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027514,미사강변푸르지오,경기도 하남시 망월동 1060 미사강변푸르지오,경기도 하남시 미사강변대로 165,2016-04-22,20160422,1188,15,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027537,미사강변 하우스디 더레이크,경기도 하남시 망월동 1062 미사강변 하우스디 더레이크,경기도 하남시 미사강변대로 135,2016-05-25,20160525,821,10,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027546,위례 센트로엘 아파트,경기도 하남시 학암동 662 위례 센트로엘 아파트,경기도 하남시 위례광장로 265,2016-06-03,20160603,673,11,DEV-HANAM-MISA,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""학암동"" 미매칭 - 원도심/타지구"
A10027476,하남미사강변도시17단지,경기도 하남시 망월동 1044 하남미사강변도시17단지,경기도 하남시 미사강변서로 167-4,2016-07-04,20160704,2180,10,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027385,미사강변 더샵리버포레 아파트,경기도 하남시 선동 427 미사강변 더샵리버포레 아파트,경기도 하남시 미사강변북로 65,2016-07-27,20160727,875,8,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027379,미사강변 센텀팰리스,경기도 하남시 망월동 1050 미사강변 센텀팰리스,경기도 하남시 미사강변서로 127,2016-07-29,20160729,1455,17,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027368,하남 더샵 센트럴뷰,경기도 하남시 덕풍동 946 하남 더샵 센트럴뷰,경기도 하남시 하남대로 856,2016-08-19,20160819,672,11,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027308,미사강변도시26단지아파트,경기도 하남시 풍산동 567 미사강변도시26단지아파트,경기도 하남시 미사강변중앙로 100,2016-09-08,20160908,588,5,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027344,미사강변센트리버,경기도 하남시 선동 436 미사강변센트리버,경기도 하남시 미사강변대로 270,2016-09-09,20160909,1145,13,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027359,미사강변2차푸르지오,경기도 하남시 선동 433 미사강변2차푸르지오,경기도 하남시 미사강변한강로 60,2016-09-28,20160928,1066,11,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027180,미사강변스타힐스,경기도 하남시 망월동 956 미사강변스타힐스,경기도 하남시 미사강변대로 240,2016-11-24,20161124,1389,16,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10027070,신안인스빌아스트로,경기도 하남시 학암동 663 신안인스빌아스트로,경기도 하남시 위례광장로 285-1,2017-02-22,20170222,694,9,DEV-HANAM-MISA,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""학암동"" 미매칭 - 원도심/타지구"
A10027116,미사강변센트럴자이,경기도 하남시 풍산동 480 미사강변센트럴자이,경기도 하남시 미사강변대로 95,2017-02-27,20170227,1222,12,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026837,하남유니온시티에일린의뜰아파트,경기도 하남시 신장동 602 하남유니온시티에일린의뜰아파트,경기도 하남시 하남유니온로 70,2017-08-18,20170818,754,8,DEV-HANAM-MISA,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""신장동""은 하남 미사 지구 밖 (원도심/타지구)"
A10026806,미사강변리버뷰자이,경기도 하남시 선동 455 미사강변리버뷰자이,경기도 하남시 미사강변한강로 10,2017-08-24,20170824,555,5,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026784,미사강변해링턴플레이스아파트,경기도 하남시 망월동 1170 미사강변해링턴플레이스아파트,경기도 하남시 미사강변한강로 326,2017-09-05,20170905,1401,12,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026707,미사강변더샵센트럴포레아파트,경기도 하남시 풍산동 486 미사강변더샵센트럴포레아파트,경기도 하남시 미사강변대로 55,2017-10-25,20171025,487,5,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026619,미사 레스티아 아파트,경기도 하남시 망월동 1177 미사 레스티아 아파트,경기도 하남시 미사강변동로 20,2017-10-31,20171031,1104,10,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026523,미사강변리슈빌NHF,경기도 하남시 선동 445 미사강변리슈빌NHF,경기도 하남시 미사강변북로 25,2018-01-05,20180105,996,10,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026501,미사강변 동일하이빌,경기도 하남시 풍산동 470 미사강변 동일하이빌,경기도 하남시 미사강변서로 85,2018-02-06,20180206,655,6,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026040,리버스위트칸타빌아파트,경기도 하남시 선동 441 리버스위트칸타빌아파트,경기도 하남시 미사강변한강로 30,2018-05-29,20180529,550,5,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026131,e-편한세상 미사 아파트,경기도 하남시 풍산동 568 e-편한세상 미사 아파트,경기도 하남시 미사강변중앙로 90,2018-06-15,20180615,652,5,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10026105,미사강변14단지,경기도 하남시 망월동 907 미사강변14단지,경기도 하남시 미사강변동로 180,2018-07-26,20180726,1632,7,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10025930,하남유시티대명루첸리버파크,경기도 하남시 신장동 593 하남유시티대명루첸리버파크,경기도 하남시 하남유니온로 30,2018-09-28,20180928,854,8,DEV-HANAM-MISA,False,False,True,1,rejected,parkd,2026-09-02,"법정동 ""신장동""은 하남 미사 지구 밖 (원도심/타지구)"
A10025953,미사 힐즈파크 푸르지오3단지,경기도 하남시 풍산동 627 미사 힐즈파크 푸르지오3단지,경기도 하남시 세미로1길 30,2018-09-28,20180928,358,5,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
A10025991,하남 힐즈파크 푸르지오 2단지,경기도 하남시 풍산동 626 하남 힐즈파크 푸르지오 2단지,경기도 하남시 세미로1길 11,2018-09-28,20180928,456,7,DEV-HANAM-MISA,False,True,True,2,confirmed,parkd,2026-09-02,
