kapt_code,kapt_name,addr_legal,addr_road
A47270608,금곡신성푸른솔,경기도 남양주시 금곡동 628 금곡신성푸른솔,경기도 남양주시 홍유릉로248번길 52
A47270706,금곡GS,경기도 남양주시 금곡동 603 금곡GS,경기도 남양주시 홍유릉로248번길 51
A47271413,남양주장현주공아파트,"경기도 남양주시 진접읍 장현리 678-1,경기도 남양주시 진접읍 장현리 677-1 남양주장현주공아파트","경기도 남양주시 봉현로 6,경기도 남양주시 봉현로 5"
A47271601,한신그린4차,경기도 남양주시 진건읍 용정리 790 한신그린4차,경기도 남양주시 진건오남로86번길 38
A47271602,한신그린조합아파트,경기도 남양주시 진건읍 용정리 751-2 한신그린조합아파트,경기도 남양주시 진건오남로 100
A47271604,한신그린2차,경기도 남양주시 진건읍 용정리 750-5 한신그린2차,경기도 남양주시 진건오남로86번길 11
A47271605,한신그린3차,경기도 남양주시 진건읍 용정리 751-5 한신그린3차,경기도 남양주시 진건오남로86번길 37
A47271612,한신그린1,경기도 남양주시 진건읍 용정리 750-1 한신그린1,경기도 남양주시 진건오남로 100
A47271710,진건세아아파트,경기도 남양주시 진건읍 용정리 757-1 진건세아아파트,경기도 남양주시 진건오남로105번길 16
A47271811,진건주공2단지아파트,경기도 남양주시 진건읍 용정리 855 진건주공2단지아파트,경기도 남양주시 사릉로372번길 25
A47271909,진건금강,경기도 남양주시 진건읍 용정리 369-1 진건금강,경기도 남양주시 진건오남로86번길 58
A47272102,별내수락산거성,경기도 남양주시 별내면 청학리 488 별내수락산거성,경기도 남양주시 청학로132번길 5
A47272303,별내청학주공1단지,경기도 남양주시 별내면 청학리 420 별내청학주공1단지,경기도 남양주시 청학로114번길 17
A47272421,덕소코오롱,경기도 남양주시 와부읍 덕소리 145-4 덕소코오롱,경기도 남양주시 덕소로97번길 69
A47272422,덕소성일우리미,경기도 남양주시 와부읍 덕소리 615 덕소성일우리미,경기도 남양주시 덕소로 125
A47272515,덕소강변삼익아파트,경기도 남양주시 와부읍 덕소리 600-3 덕소강변삼익아파트,경기도 남양주시 덕소로2번길 37
A47272602,덕소신한토탈,경기도 남양주시 와부읍 덕소리 528-9 덕소신한토탈,경기도 남양주시 덕소로2번길 135
A47272716,덕소주공1단지,경기도 남양주시 와부읍 덕소리 110-1 덕소주공1단지,경기도 남양주시 덕소로97번길 34
A47272813,덕소주공2차,경기도 남양주시 와부읍 덕소리 111-1 덕소주공2차,경기도 남양주시 덕소로97번길 12
A47272914,덕소주공3차,경기도 남양주시 와부읍 덕소리 606-1 덕소주공3차,경기도 남양주시 덕소로 33
A47273009,진도아파트,경기도 남양주시 와부읍 덕소리 537 진도아파트,경기도 남양주시 덕소로 118-7
A47273106,덕소강변현대홈타운,경기도 남양주시 와부읍 덕소리 600-15 덕소강변현대홈타운,경기도 남양주시 덕소로116번길 43
A47273117,덕소현대,경기도 남양주시 와부읍 덕소리 554-1 덕소현대,경기도 남양주시 덕소로 150
A47273310,덕소벽산,경기도 남양주시 와부읍 도곡리 976-1 덕소벽산,경기도 남양주시 덕소로 177
A47273408,덕소쌍용,경기도 남양주시 와부읍 도곡리 993 덕소쌍용,경기도 남양주시 덕소로 206
A47273522,덕소한강우성,경기도 남양주시 와부읍 도곡리 1012 덕소한강우성,경기도 남양주시 덕소로 270
A47273605,강변해태아파트,경기도 남양주시 와부읍 도곡리 1010-1 강변해태아파트,경기도 남양주시 덕소로 230-34
A47273713,평내대명,경기도 남양주시 평내동 107-1 평내대명,경기도 남양주시 경춘로1308번길 8-12
A47273901,세종리젠시빌,경기도 남양주시 평내동 59 세종리젠시빌,경기도 남양주시 의안로240번길 16
A47274109,퇴계원쌍용예가,경기도 남양주시 퇴계원읍 퇴계원리 365 퇴계원쌍용예가,경기도 남양주시 경춘북로613번길 15
A47274110,퇴계원쌍용,경기도 남양주시 퇴계원읍 퇴계원리 111-10 퇴계원쌍용,경기도 남양주시 도제원로 68
A47274111,퇴계원4단지,경기도 남양주시 퇴계원읍 퇴계원리 366 퇴계원4단지,경기도 남양주시 도제원로 116
A47274112,퇴계원금호어울림,경기도 남양주시 퇴계원읍 퇴계원리 369 퇴계원금호어울림,경기도 남양주시 퇴계원로 141
A47274113,퇴계원힐스테이트,경기도 남양주시 퇴계원읍 퇴계원리 370 퇴계원힐스테이트,경기도 남양주시 경춘북로558번길 12
A47274201,별내쌍용예가,경기도 남양주시 별내동 1056 별내쌍용예가,경기도 남양주시 별내3로 63
A47274202,별내아이파크,경기도 남양주시 별내동 854 별내아이파크,경기도 남양주시 별내3로 285
A47274203,별내신일유토빌,경기도 남양주시 별내동 1050 별내신일유토빌,경기도 남양주시 별내4로 63
A47274204,별내대원칸타빌,경기도 남양주시 별내동 900 별내대원칸타빌,경기도 남양주시 순화궁로 384
A47274205,별내KCC스위첸,경기도 남양주시 별내동 1072 별내KCC스위첸,경기도 남양주시 별내5로 81
A47274206,별내포스코더샵,경기도 남양주시 별내동 922 별내포스코더샵,경기도 남양주시 별내3로 115
A47274207,별내하우스토리,경기도 남양주시 별내동 872 별내하우스토리,경기도 남양주시 송산로307번길 16
A47274208,포레나 별내,경기도 남양주시 별내동 1041 포레나 별내,경기도 남양주시 별내4로 8
A47274209,별내신안인스빌,경기도 남양주시 별내동 1047 별내신안인스빌,경기도 남양주시 순화궁로 18
A47274210,별내역우미린더퍼스트,경기도 남양주시 별내동 1035 별내역우미린더퍼스트,경기도 남양주시 별내3로 24
A47274211,동익미라벨39단지,경기도 남양주시 별내동 1060 동익미라벨39단지,경기도 남양주시 별내중앙로 84
A47274212,별내리슈빌,경기도 남양주시 별내동 914 별내리슈빌,경기도 남양주시 별내5로 119
A47274213,동익미라벨38단지,경기도 남양주시 별내동 1058 동익미라벨38단지,경기도 남양주시 별내중앙로 83
A47274214,별내별가람역 한라비발디,경기도 남양주시 별내동 808 별내별가람역 한라비발디,경기도 남양주시 덕송3로 7
A47274215,별내별가람마을LH1-3,경기도 남양주시 별내동 807 별내별가람마을LH1-3,경기도 남양주시 덕송3로 12
A47274216,별내별빛마을LH3단지,경기도 남양주시 별내동 1049 별내별빛마을LH3단지,경기도 남양주시 별내5로 22
A47274217,미리내마을LH4-4,경기도 남양주시 별내동 1037 미리내마을LH4-4,경기도 남양주시 별내3로 23
A47274218,별내모아미래도,경기도 남양주시 별내동 899 별내모아미래도,경기도 남양주시 불암로 336
A47274219,별내유승한내들이든힐즈,경기도 남양주시 별내동 869 별내유승한내들이든힐즈,경기도 남양주시 불암로 337
A47274220,LH별사랑마을2-2단지,경기도 남양주시 별내동 905 LH별사랑마을2-2단지,경기도 남양주시 순화궁로 382
A47274221,별내 별빛마을3-5단지,경기도 남양주시 별내동 62 별내 별빛마을3-5단지,경기도 남양주시 별내4로 62
A47274301,강남2차,경기도 남양주시 퇴계원읍 퇴계원리 250-3 강남2차,경기도 남양주시 퇴계원로50번길 17
A47274507,퇴계원성원,경기도 남양주시 퇴계원읍 퇴계원리 232 퇴계원성원,경기도 남양주시 도제원로 22
A47274705,신도브래뉴,경기도 남양주시 퇴계원읍 퇴계원리 70-3 신도브래뉴,경기도 남양주시 도제원로 84
A47274919,오남양지극동,경기도 남양주시 오남읍 양지리 193-1 오남양지극동,경기도 남양주시 진건오남로884번길 22-59
A47274920,양지e편한세상2단지아파트,경기도 남양주시 오남읍 양지리 807-2 양지e편한세상2단지아파트,경기도 남양주시 양지로240번길 38
A47274921,오남푸르지오,경기도 남양주시 오남읍 오남리 889 오남푸르지오,경기도 남양주시 진건오남로759번길 70
A47274922,오남양지e편한세상1단지,경기도 남양주시 오남읍 양지리 807 오남양지e편한세상1단지,경기도 남양주시 양지로240번길 37
A47274923,오남아이파크,경기도 남양주시 오남읍 오남리 891 오남아이파크,경기도 남양주시 진건오남로759번길 110
A47275007,오남양지삼신15차,경기도 남양주시 오남읍 양지리 105 오남양지삼신15차,경기도 남양주시 진건오남로 793
A47275515,오남동부,경기도 남양주시 오남읍 오남리 222 오남동부,경기도 남양주시 진건오남로 661
A47275606,오남두산2차,경기도 남양주시 오남읍 오남리 765-3 오남두산2차,경기도 남양주시 진건오남로 781-40
A47275609,오남두산위브,경기도 남양주시 오남읍 오남리 888 오남두산위브,경기도 남양주시 양지로 261-11
A47275617,오남두산1차,경기도 남양주시 오남읍 오남리 785 오남두산1차,경기도 남양주시 진건오남로 781-9
A47275704,오남성도,경기도 남양주시 오남읍 오남리 166 오남성도,경기도 남양주시 진건오남로 717-1
A47275818,오남1차한국,경기도 남양주시 오남읍 오남리 744 오남1차한국,경기도 남양주시 진건오남로 735-10
A47275905,오남한신1차,경기도 남양주시 오남읍 오남리 362 오남한신1차,경기도 남양주시 진건오남로550번길 8
A47275911,오남한신2차,경기도 남양주시 오남읍 오남리 519 오남한신2차,경기도 남양주시 진건오남로 529-2
A47276005,남양주대명아파트,경기도 남양주시 진접읍 장현리 637 남양주대명아파트,경기도 남양주시 장현로 70
A47276112,진접삼신,경기도 남양주시 진접읍 장현리 633-1 진접삼신,경기도 남양주시 봉현로36번길 11-1
A47276204,장현신동아,경기도 남양주시 진접읍 장현리 225-6 장현신동아,경기도 남양주시 장현로 175
A47276309,장현신우,경기도 남양주시 진접읍 장현리 79-1 장현신우,경기도 남양주시 금강로 1553-26
A47276401,원일에이플러스,경기도 남양주시 진접읍 장현리 71-1 원일에이플러스,경기도 남양주시 금강로 1533-28
A47276510,정광산호,경기도 남양주시 진접읍 장현리 51-1 정광산호,경기도 남양주시 금강로 1530-13
A47276602,진접한일,경기도 남양주시 진접읍 부평리 735-3 진접한일,경기도 남양주시 금강로1576번길 19
A47276707,진건동성,경기도 남양주시 진건읍 신월리 99-1 진건동성,경기도 남양주시 사릉로452번길 3
A47276901,풍림아이원1차,경기도 남양주시 화도읍 차산리 875 풍림아이원1차,경기도 남양주시 수레로1120번길 8
A47276902,신창현풍림아이원2차,경기도 남양주시 화도읍 차산리 874 신창현풍림아이원2차,경기도 남양주시 수레로 1105-27
A47276903,경성큰마을2단지,경기도 남양주시 화도읍 묵현리 603-3 경성큰마을2단지,경기도 남양주시 경춘로 1606
A47276904,이안남양주,경기도 남양주시 화도읍 창현리 777 이안남양주,경기도 남양주시 수레로 1178
A47276905,마석역신도브래뉴1차,경기도 남양주시 화도읍 마석우리 598 마석역신도브래뉴1차,경기도 남양주시 마석로 110
A47276906,남양주마석,경기도 남양주시 화도읍 마석우리 531 남양주마석,경기도 남양주시 맷돌로91번길 7
A47276907,마석역신도브래뉴2차,경기도 남양주시 화도읍 묵현리 625 마석역신도브래뉴2차,경기도 남양주시 비룡로141번길 21
A47276908,마석역신도브래뉴3차,경기도 남양주시 화도읍 묵현리 626 마석역신도브래뉴3차,경기도 남양주시 비룡로116번길 35
A47276909,신마석서희스타힐스,경기도 남양주시 화도읍 마석우리 599 신마석서희스타힐스,경기도 남양주시 소래비로 130
A47277209,삼신,경기도 남양주시 화도읍 녹촌리 235-2 삼신,경기도 남양주시 경춘로1842번길 36-1
A47277726,창현신명,경기도 남양주시 화도읍 창현리 749 창현신명,경기도 남양주시 창현로 60
A47277918,창현주공,경기도 남양주시 화도읍 창현리 769 창현주공,경기도 남양주시 녹촌로 9
A47278208,마석그랜드힐2차,경기도 남양주시 화도읍 마석우리 71-4 마석그랜드힐2차,경기도 남양주시 경춘로 2102-25
A47278219,마석그랜드힐,경기도 남양주시 화도읍 마석우리 71 마석그랜드힐,경기도 남양주시 경춘로 2102-16
A47278303,진건화성,경기도 남양주시 진건읍 진관리 130-2 진건화성,경기도 남양주시 사릉로469번길 1
A47278416,호평중흥S클래스,경기도 남양주시 호평동 616 호평중흥S클래스,경기도 남양주시 늘을3로 65-26
A47278513,호평대주파크빌,경기도 남양주시 호평동 613 호평대주파크빌,경기도 남양주시 늘을2로 90-39
A47278620,영진그린필,경기도 남양주시 화도읍 묵현리 286-3 영진그린필,경기도 남양주시 경춘로 1790-1
A47278711,호평해링턴플레이스,경기도 남양주시 호평동 671 호평해링턴플레이스,경기도 남양주시 호평로 118
A47278814,호평금강,경기도 남양주시 호평동 668 호평금강,경기도 남양주시 호평로 90
A47278815,남양주호평6단지,경기도 남양주시 호평동 712 남양주호평6단지,경기도 남양주시 늘을3로 8
A47278816,호평파라곤,경기도 남양주시 호평동 724 호평파라곤,경기도 남양주시 천마산로 65
A47278817,LH호평1단지,경기도 남양주시 호평동 726 LH호평1단지,경기도 남양주시 늘을1로 107
A47278818,호평두산위브파크,경기도 남양주시 호평동 622 호평두산위브파크,경기도 남양주시 호평로 33
A47278910,호평동원로얄듀크,경기도 남양주시 호평동 676 호평동원로얄듀크,경기도 남양주시 호평로 93
A47279006,호평한화꿈에그린,경기도 남양주시 호평동 618 호평한화꿈에그린,경기도 남양주시 늘을3로 71
A47279101,호평쌍용스윗닷홈,경기도 남양주시 호평동 215-1 호평쌍용스윗닷홈,경기도 남양주시 호평로45번길 21
A47279604,호평우미린,경기도 남양주시 호평동 619 호평우미린,경기도 남양주시 호평로 9
A47279712,한라비발디,경기도 남양주시 호평동 678 한라비발디,경기도 남양주시 늘을1로 270
A47279803,호평우림필유,경기도 남양주시 호평동 711 호평우림필유,경기도 남양주시 늘을1로 75
A47279904,평내마을중흥S클래스2단지,경기도 남양주시 평내동 606 평내마을중흥S클래스2단지,경기도 남양주시 의안로 148
A47279905,평내중흥S-클래스 3단지,경기도 남양주시 평내동 608 평내중흥S-클래스 3단지,경기도 남양주시 의안로 176
A47279917,평내중흥S클래스1단지,경기도 남양주시 평내동 599 평내중흥S클래스1단지,경기도 남양주시 평내로 146
A47280002,금곡명지해드는터,경기도 남양주시 금곡동 612 금곡명지해드는터,경기도 남양주시 홍유릉로 255
A47280404,금곡미라보,경기도 남양주시 금곡동 402-1 금곡미라보,경기도 남양주시 사릉로34번길 3
A47280903,금곡신도브래뉴,경기도 남양주시 금곡동 776 금곡신도브래뉴,경기도 남양주시 사릉로58번길 4-32
A47281104,별내동부일신,경기도 남양주시 별내면 청학리 476 별내동부일신,경기도 남양주시 청학로 128
A47281523,오남금호어울림,경기도 남양주시 오남읍 오남리 464 오남금호어울림,경기도 남양주시 진건오남로 472
A47282108,퇴계원강남아파트,경기도 남양주시 퇴계원읍 퇴계원리 221 퇴계원강남아파트,경기도 남양주시 도제원로 19
A47282203,퇴계원일신건영,경기도 남양주시 퇴계원읍 퇴계원리 64 퇴계원일신건영,경기도 남양주시 도제원로 96
A47282206,퇴계원3단지,경기도 남양주시 퇴계원읍 퇴계원리 367 퇴계원3단지,경기도 남양주시 퇴계원로 120-11
A47282404,극동,경기도 남양주시 퇴계원읍 퇴계원리 303 극동,경기도 남양주시 퇴계원로 19
A47282502,엘리시아,경기도 남양주시 퇴계원읍 퇴계원리 178 엘리시아,경기도 남양주시 경춘북로558번길 10
A47283306,진건주공1차,경기도 남양주시 진건읍 사능리 794-1 진건주공1차,경기도 남양주시 사릉로 387
A47283508,진건현대,경기도 남양주시 진건읍 용정리 816-5 진건현대,경기도 남양주시 진건오남로105번길 24-5
A47284106,신마석신도브래뉴,경기도 남양주시 화도읍 가곡리 598 신마석신도브래뉴,경기도 남양주시 비룡로 321
A47284317,신창현두산위브,경기도 남양주시 화도읍 녹촌리 555 신창현두산위브,경기도 남양주시 녹촌로 51
A47284603,마석장미,경기도 남양주시 화도읍 묵현리 24-11 마석장미,경기도 남양주시 비룡로 166
A47284604,마석건영,경기도 남양주시 화도읍 묵현리 42-1 마석건영,경기도 남양주시 비룡로158번길 19
A47284614,삼익파크힐스,경기도 남양주시 화도읍 묵현리 48 삼익파크힐스,경기도 남양주시 비룡로116번길 40
A47284623,삼신17차푸른솔,경기도 남양주시 화도읍 묵현리 147-3 삼신17차푸른솔,경기도 남양주시 비룡로 185-25
A47284627,경성큰마을1단지,경기도 남양주시 화도읍 묵현리 596 경성큰마을1단지,경기도 남양주시 경춘로 1605
A47284801,창현현대2차,경기도 남양주시 화도읍 창현리 47-4 창현현대2차,경기도 남양주시 수레로 1142-19
A47284805,대주피오레아파트,경기도 남양주시 화도읍 창현리 774 대주피오레아파트,경기도 남양주시 수레로 1157-18
A47284821,신한,경기도 남양주시 화도읍 창현리 764 신한,경기도 남양주시 녹촌로 20
A47284825,창현두산아파트2단지,경기도 남양주시 화도읍 창현리 745 창현두산아파트2단지,경기도 남양주시 수레로 1234-13
A47284907,창현경향,경기도 남양주시 화도읍 창현리 765 창현경향,경기도 남양주시 수레로1233번길 11
A47284910,두산1단지,경기도 남양주시 화도읍 창현리 757 두산1단지,경기도 남양주시 수레로1233번길 8
A47286111,신창비바패밀리,경기도 남양주시 진접읍 진벌리 657 신창비바패밀리,경기도 남양주시 진벌로 85-1
A47286708,광릉숲금강펜테리움,경기도 남양주시 진접읍 장현리 701 광릉숲금강펜테리움,경기도 남양주시 금강로1573번길 3
A47287312,상록데시앙,경기도 남양주시 평내동 592 상록데시앙,경기도 남양주시 경춘로1286번길 35
A47287409,대주1차파크빌,경기도 남양주시 평내동 581 대주1차파크빌,경기도 남양주시 평내로 113
A47287410,평내대주파크빌2차,경기도 남양주시 평내동 602 평내대주파크빌2차,경기도 남양주시 평내로 104
A47287508,유진마젤란21,경기도 남양주시 평내동 551 유진마젤란21,경기도 남양주시 평내로 89
A47287602,평내화성파크힐즈,경기도 남양주시 평내동 564 평내화성파크힐즈,경기도 남양주시 평내로 76
A47287716,평내금호어울림,경기도 남양주시 평내동 550 평내금호어울림,경기도 남양주시 경춘로1256번길 24
A47287811,쌍용스윗닷홈리버,경기도 남양주시 와부읍 도곡리 1093 쌍용스윗닷홈리버,경기도 남양주시 덕소로 286
A47288113,오남양지청구,경기도 남양주시 오남읍 양지리 111-2 오남양지청구,경기도 남양주시 진건오남로797번길 22
A47288124,"오남쌍용스윗닷홈 아파트(1단지, 2단지)","경기도 남양주시 오남읍 양지리 623,경기도 남양주시 오남읍 양지리 620 오남쌍용스윗닷홈 아파트(1단지, 2단지)","경기도 남양주시 양지로281번길 16,경기도 남양주시 양지로281번길 16-1"
A47288201,오남성호,경기도 남양주시 오남읍 양지리 193-4 오남성호,경기도 남양주시 진건오남로884번길 22-48
A47288208,오남양지,경기도 남양주시 오남읍 양지리 234 오남양지,경기도 남양주시 진건오남로884번길 56-58
A47288210,오남현대,경기도 남양주시 오남읍 양지리 109 오남현대,경기도 남양주시 진건오남로797번길 23
A47288314,오남대한아파트,경기도 남양주시 오남읍 오남리 267-3 오남대한아파트,경기도 남양주시 진건오남로580번길 5-12
A47288316,오남파라다이스빌,경기도 남양주시 오남읍 오남리 250 오남파라다이스빌,경기도 남양주시 진건오남로 596-18
A47288321,신우아이딜2차,경기도 남양주시 오남읍 오남리 439 신우아이딜2차,경기도 남양주시 진건오남로512번길 26
A47288420,오남유호N플러스빌,경기도 남양주시 오남읍 오남리 315-1 오남유호N플러스빌,경기도 남양주시 진건오남로 564
A47288922,마석신명스카이뷰그린,경기도 남양주시 화도읍 마석우리 396 마석신명스카이뷰그린,경기도 남양주시 비룡로 56-8
A47288924,보미청광플러스원,경기도 남양주시 화도읍 마석우리 552 보미청광플러스원,경기도 남양주시 맷돌로 74
A47289012,남양주녹촌두산위브아파트,경기도 남양주시 화도읍 녹촌리 554 남양주녹촌두산위브아파트,경기도 남양주시 녹촌로 87-29
A47289015,마석LIG아파트,경기도 남양주시 화도읍 묵현리 47-3 마석LIG아파트,경기도 남양주시 비룡로158번길 11
A47289102,창현청구,경기도 남양주시 화도읍 창현리 683 창현청구,경기도 남양주시 수레로 1157-1
A47289113,영남탑스빌,경기도 남양주시 화도읍 창현리 329-1 영남탑스빌,경기도 남양주시 수레로1120번길 33-1
A47289203,오남일신건영휴먼빌,경기도 남양주시 오남읍 오남리 605 오남일신건영휴먼빌,경기도 남양주시 진건오남로 595-22
A47289302,오남신동아파밀리에,경기도 남양주시 오남읍 오남리 887 오남신동아파밀리에,경기도 남양주시 진건오남로555번길 19
A47289426,오남진주,"경기도 남양주시 오남읍 오남리 632,경기도 남양주시 오남읍 오남리 683-40,경기도 남양주시 오남읍 오남리 683-25,경기도 남양주시 오남읍 오남리 683-37,경기도 남양주시 오남읍 오남리 683-36,경기도 남양주시 오남읍 오남리 683-11,경기도 남양주시 오남읍 오남리 632-1,경기도 남양주시 오남읍 오남리 683-12,경기도 남양주시 오남읍 오남리 683-30 오남진주",경기도 남양주시 진건오남로 631
A47289512,오남롯데아파트,경기도 남양주시 오남읍 오남리 721 오남롯데아파트,경기도 남양주시 진건오남로 735-17
A47289703,진접한신,경기도 남양주시 진접읍 내각리 226 진접한신,경기도 남양주시 내각1로99번길 34-1
A47289707,원일대궐터,경기도 남양주시 진접읍 내각리 192 원일대궐터,경기도 남양주시 내각1로73번안길 28
